-----------------------------------------------------
-----------------------------------------------------
NOTES: Testing recursion limit for quicksort on randomly generated arrays
-----------------------------------------------------
[27.0, 545.0, 272.0, 357.0, 510.0, 676.0, 825.0, 1020.0, 1199.0, 1422.0, 1562.0, 1759.0, 1966.0, 2222.0, 2554.0, 2632.0, 2873.0, 3148.0, 3391.0, 3662.0, 3884.0]
[1.0, 114.0, 208.0, 343.0, 509.0, 643.0, 805.0, 993.0, 1146.0, 1356.0, 1562.0, 1727.0, 1966.0, 2221.0, 2378.0, 2602.0, 2911.0, 3202.0, 3434.0, 3617.0, 3915.0]
[2.0, 108.0, 202.0, 338.0, 505.0, 645.0, 805.0, 959.0, 1148.0, 1347.0, 1525.0, 1691.0, 1899.0, 2130.0, 2334.0, 2724.0, 2951.0, 3199.0, 3497.0, 3639.0, 3815.0]
[2.0, 106.0, 222.0, 345.0, 470.0, 626.0, 834.0, 948.0, 1172.0, 1316.0, 1521.0, 1727.0, 1914.0, 2134.0, 2353.0, 2608.0, 2871.0, 3156.0, 3353.0, 3494.0, 3751.0]
[2.0, 117.0, 206.0, 336.0, 490.0, 650.0, 758.0, 986.0, 1119.0, 1298.0, 1546.0, 1710.0, 1891.0, 2126.0, 2321.0, 2702.0, 2785.0, 3016.0, 3408.0, 3633.0, 3767.0]
[1.0, 86.0, 198.0, 376.0, 504.0, 631.0, 757.0, 980.0, 1348.0, 1300.0, 1519.0, 1665.0, 1918.0, 2125.0, 2285.0, 2686.0, 2844.0, 2996.0, 3356.0, 3596.0, 3759.0]
[1.0, 86.0, 200.0, 376.0, 495.0, 639.0, 772.0, 930.0, 1083.0, 1284.0, 1500.0, 1690.0, 1906.0, 2095.0, 2287.0, 2674.0, 2779.0, 3015.0, 3325.0, 3582.0, 3789.0]
[1.0, 85.0, 195.0, 373.0, 473.0, 612.0, 763.0, 932.0, 1097.0, 1282.0, 1565.0, 1705.0, 1894.0, 2139.0, 2376.0, 2630.0, 26723.0, 2940.0, 3374.0, 3426.0, 3757.0]
[1.0, 83.0, 197.0, 799.0, 583.0, 738.0, 898.0, 1082.0, 1250.0, 1546.0, 1817.0, 2010.0, 2239.0, 2550.0, 3310.0, 2871.0, 3231.0, 5330.0, 3851.0, 4063.0, 4291.0]
[1.0, 109.0, 226.0, 353.0, 517.0, 717.0, 868.0, 1263.0, 1198.0, 1425.0, 1543.0, 1742.0, 2088.0, 2246.0, 2548.0, 3452.0, 3202.0, 3442.0, 3487.0, 3717.0, 4279.0]
[1.0, 90.0, 206.0, 376.0, 486.0, 706.0, 1006.0, 978.0, 1236.0, 1253.0, 1474.0, 1633.0, 1851.0, 2047.0, 2257.0, 2477.0, 2688.0, 2936.0, 3100.0, 3476.0, 4091.0]
[1.0, 101.0, 205.0, 585.0, 480.0, 667.0, 825.0, 1111.0, 1181.0, 3410.0, 1719.0, 2123.0, 3466.0, 2599.0, 2626.0, 2986.0, 3052.0, 3574.0, 3513.0, 3715.0, 4436.0]
[1.0, 157.0, 236.0, 463.0, 537.0, 980.0, 923.0, 1262.0, 1244.0, 1464.0, 1727.0, 1732.0, 2165.0, 2565.0, 2461.0, 3653.0, 8207.0, 5105.0, 5434.0, 4457.0, 4275.0]
[1.0, 108.0, 219.0, 409.0, 537.0, 687.0, 956.0, 1101.0, 1362.0, 1528.0, 2181.0, 2049.0, 1869.0, 2029.0, 2252.0, 2506.0, 2691.0, 3058.0, 3477.0, 3751.0, 4614.0]
[1.0, 114.0, 261.0, 382.0, 543.0, 816.0, 940.0, 1059.0, 1228.0, 1722.0, 1999.0, 2216.0, 3960.0, 5238.0, 3387.0, 3292.0, 3336.0, 3803.0, 4144.0, 4411.0, 4537.0]
[1.0, 134.0, 285.0, 406.0, 724.0, 1083.0, 1129.0, 1077.0, 1222.0, 1322.0, 5055.0, 3014.0, 2288.0, 2796.0, 3846.0, 3835.0, 3475.0, 3235.0, 3708.0, 3805.0, 4097.0]
[1.0, 107.0, 248.0, 358.0, 520.0, 687.0, 825.0, 1080.0, 1550.0, 1424.0, 1895.0, 1989.0, 2210.0, 2390.0, 2529.0, 3017.0, 2993.0, 4376.0, 4655.0, 4195.0, 5666.0]
[1.0, 107.0, 272.0, 627.0, 525.0, 773.0, 912.0, 1186.0, 1581.0, 1491.0, 1662.0, 3164.0, 3310.0, 3192.0, 2964.0, 4101.0, 3806.0, 4432.0, 5647.0, 4039.0, 4480.0]
[1.0, 129.0, 239.0, 395.0, 564.0, 1201.0, 1073.0, 1395.0, 1543.0, 1816.0, 2285.0, 3056.0, 2646.0, 2819.0, 3193.0, 3455.0, 6121.0, 4100.0, 4495.0, 4592.0, 4880.0]
[2.0, 117.0, 307.0, 449.0, 624.0, 820.0, 1019.0, 1295.0, 1506.0, 1719.0, 1922.0, 2229.0, 2978.0, 4646.0, 5651.0, 5135.0, 4304.0, 4599.0, 4891.0, 4956.0, 5620.0]
[1.0, 136.0, 251.0, 334.0, 586.0, 920.0, 816.0, 1270.0, 1363.0, 1609.0, 1571.0, 1808.0, 2042.0, 2200.0, 2530.0, 2775.0, 2880.0, 3277.0, 3420.0, 3542.0, 3956.0]
[1.0, 87.0, 195.0, 392.0, 504.0, 616.0, 791.0, 985.0, 1200.0, 1277.0, 1604.0, 1824.0, 1858.0, 2261.0, 2499.0, 2580.0, 2711.0, 3162.0, 3429.0, 3927.0, 4188.0]
[1.0, 91.0, 246.0, 347.0, 521.0, 647.0, 795.0, 991.0, 1264.0, 1471.0, 1598.0, 1782.0, 2256.0, 2260.0, 2336.0, 2742.0, 3144.0, 3066.0, 3283.0, 3779.0, 3791.0]
[1.0, 89.0, 201.0, 356.0, 475.0, 613.0, 780.0, 964.0, 1374.0, 1797.0, 3828.0, 3420.0, 2759.0, 2381.0, 2923.0, 2663.0, 3460.0, 3730.0, 3488.0, 4080.0, 4381.0]
[1.0, 136.0, 277.0, 373.0, 600.0, 780.0, 937.0, 1266.0, 1350.0, 1638.0, 1966.0, 1937.0, 2959.0, 2683.0, 2520.0, 2894.0, 3335.0, 6737.0, 7176.0, 4433.0, 4833.0]
[1.0, 108.0, 234.0, 420.0, 547.0, 692.0, 894.0, 1046.0, 1468.0, 1426.0, 1665.0, 1846.0, 2168.0, 2311.0, 2516.0, 2674.0, 3079.0, 3416.0, 3777.0, 3888.0, 4309.0]
[1.0, 94.0, 233.0, 410.0, 564.0, 732.0, 917.0, 1030.0, 1199.0, 1498.0, 1656.0, 1882.0, 2040.0, 2484.0, 2536.0, 2778.0, 3015.0, 3547.0, 3550.0, 4203.0, 4263.0]
[1.0, 113.0, 247.0, 398.0, 579.0, 711.0, 873.0, 1119.0, 1362.0, 1534.0, 1750.0, 1955.0, 2176.0, 2404.0, 2671.0, 2704.0, 2946.0, 3192.0, 3777.0, 3898.0, 4288.0]
[1.0, 91.0, 216.0, 376.0, 495.0, 669.0, 821.0, 1070.0, 1347.0, 1450.0, 1788.0, 1990.0, 2077.0, 2378.0, 2673.0, 2911.0, 3155.0, 3344.0, 3583.0, 4262.0, 4037.0]
[1.0, 87.0, 212.0, 387.0, 522.0, 740.0, 863.0, 1073.0, 1335.0, 1687.0, 1732.0, 1954.0, 2882.0, 2418.0, 2895.0, 2835.0, 3428.0, 3522.0, 3877.0, 4458.0, 4806.0]
[1.0, 103.0, 250.0, 426.0, 621.0, 1659.0, 1219.0, 1384.0, 1816.0, 1924.0, 2185.0, 2190.0, 2407.0, 3022.0, 3153.0, 2637.0, 78511.0, 5505.0, 4741.0, 3806.0, 6370.0]
[3.0, 135.0, 240.0, 522.0, 617.0, 834.0, 1060.0, 1231.0, 1937.0, 1987.0, 2082.0, 2369.0, 2886.0, 3317.0, 3292.0, 3373.0, 4219.0, 4630.0, 4570.0, 5572.0, 6697.0]
[1.0, 136.0, 336.0, 631.0, 712.0, 881.0, 1319.0, 1593.0, 1914.0, 1591.0, 1573.0, 1785.0, 1982.0, 2607.0, 2683.0, 3410.0, 3815.0, 4223.0, 4372.0, 5989.0, 6118.0]
